congID;details;id;name;year
105;Hawaii Democrat, District 1;N00007665;Abercrombie, Neil;1998
105;Michigan Republican, Senate;N00004094;Abraham, Spencer;1998
105;New York Democrat, District 5;N00001143;Ackerman, Gary;1998
105;Alabama Republican, District 4;N00003028;Aderholt, Robert B;1998
105;Hawaii Democrat, Senate;N00007653;Akaka, Daniel K;1998
105;Colorado Republican, Senate;N00009082;Allard, Wayne;1998
105;Maine Democrat, District 1;N00000469;Allen, Tom H;1998
105;New Jersey Democrat, District 1;N00000826;Andrews, Robert E;1998
105;Texas Republican, District 7;N00005822;Archer, Bill;1998
105;Texas Republican, District 26;N00005638;Armey, Dick;1998
105;Missouri Republican, Senate;N00005165;Ashcroft, John;1998
105;Alabama Republican, District 6;N00008091;Bachus, Spencer;1998
105;Kentucky Democrat, District 6;N00003428;Baesler, Scotty;1998
105;Louisiana Republican, District 6;N00005407;Baker, Richard;1998
105;Maine Democrat, District 2;N00000496;Baldacci, John;1998
105;North Carolina Republican, District 10;N00002377;Ballenger, Cass;1998
105;Michigan Democrat, District 5;N00004087;Barcia, Jim;1998
105;Georgia Republican, District 7;N00002526;Barr, Bob;1998
105;Nebraska Republican, District 3;N00005336;Barrett, Bill;1998
105;Wisconsin Democrat, District 5;N00009160;Barrett, Tom;1998
105;Maryland Republican, District 6;N00002017;Bartlett, Roscoe G;1998
105;Texas Republican, District 6;N00005656;Barton, Joe;1998
105;New Hampshire Republican, District 2;N00000423;Bass, Charles;1998
105;Virginia Republican, District 1;N00002146;Bateman, Herbert H;1998
105;Montana Democrat, Senate;N00004643;Baucus, Max;1998
105;California Democrat, District 30;N00009774;Becerra, Xavier;1998
105;Utah Republican, Senate;N00006347;Bennett, Robert F;1998
105;Texas Democrat, District 25;N00005805;Bentsen, Ken;1998
105;Nebraska Republican, District 1;N00005331;Bereuter, Doug;1998
105;California Democrat, District 26;N00008094;Berman, Howard L;1998
105;Arkansas Democrat, District 1;N00005455;Berry, Marion;1998
105;Delaware Democrat, Senate;N00001669;Biden, Joseph R Jr;1998
105;California Republican, District 49;N00006981;Bilbray, Brian P;1998
105;Florida Republican, District 9;N00002982;Bilirakis, Michael;1998
105;New Mexico Democrat, Senate;N00006518;Bingaman, Jeff;1998
105;Georgia Democrat, District 2;N00002674;Bishop, Sanford;1998
105;Illinois Democrat, District 5;N00004816;Blagojevich, Rod;1998
105;Virginia Republican, District 7;N00002126;Bliley, Thomas J Jr;1998
105;Oregon Democrat, District 3;N00007727;Blumenauer, Earl;1998
105;Missouri Republican, District 7;N00005195;Blunt, Roy;1998
105;New York Republican, District 23;N00001267;Boehlert, Sherwood;1998
105;Ohio Republican, District 8;N00003675;Boehner, John;1998
105;Missouri Republican, Senate;N00005178;"Bond, Christopher ""Kit""";1998
105;Texas Republican, District 23;N00005985;Bonilla, Henry;1998
105;Michigan Democrat, District 10;N00003939;Bonior, David E;1998
105;California Republican, District 44;N00007068;Bono Mack, Mary;1998
105;Pennsylvania Democrat, District 3;N00001572;Borski, Bob;1998
105;Iowa Democrat, District 3;N00004208;Boswell, Leonard;1998
105;Virginia Democrat, District 9;N00002171;Boucher, Rick;1998
105;California Democrat, Senate;N00006692;Boxer, Barbara;1998
105;Florida Democrat, District 2;N00002743;Boyd, Allen;1998
105;Texas Republican, District 8;N00005883;Brady, Kevin;1998
105;Pennsylvania Democrat, District 1;N00001619;Brady, Robert A;1998
105;Illinois Democrat, Senate;N00004791;Braun, Carol Moseley;1998
105;Louisiana Democrat, Senate;N00005385;Breaux, John;1998
105;Florida Democrat, District 3;N00002713;Brown, Corrine;1998
105;California Democrat, District 42;N00007076;Brown, George E Jr;1998
105;Ohio Democrat, District 13;N00003535;Brown, Sherrod;1998
105;Kansas Republican, Senate;N00005244;Brownback, Sam;1998
105;Nevada Democrat, Senate;N00001750;Bryan, Richard H;1998
105;Tennessee Republican, District 7;N00003258;Bryant, Ed;1998
105;Arkansas Democrat, Senate;N00005466;Bumpers, Dale;1998
105;Kentucky Republican, District 4;N00003437;Bunning, Jim;1998
105;Montana Republican, Senate;N00004638;Burns, Conrad;1998
105;North Carolina Republican, District 5;N00002221;Burr, Richard;1998
105;Indiana Republican, District 6;N00000010;Burton, Dan;1998
105;Indiana Republican, District 5;N00003924;Buyer, Steve;1998
105;West Virginia Democrat, Senate;N00002200;Byrd, Robert C;1998
105;Alabama Republican, District 1;N00003091;Callahan, Sonny;1998
105;California Republican, District 43;N00007099;Calvert, Ken;1998
105;Michigan Republican, District 4;N00008086;Camp, Dave;1998
105;Colorado Republican, Senate;N00006202;Campbell, Ben Nighthorse;1998
105;California Republican, District 15;N00007377;Campbell, Tom;1998
105;Florida Republican, District 12;N00002949;Canady, Charles T;1998
105;Utah Republican, District 3;N00006349;Cannon, Chris;1998
105;California Democrat, District 22;N00007232;Capps, Lois;1998
105;Maryland Democrat, District 3;N00001955;Cardin, Ben;1998
105;Indiana Democrat, District 10;N00003758;Carson, Julia;1998
105;Delaware Republican, District 1;N00009775;Castle, Michael N;1998
105;Ohio Republican, District 1;N00003689;Chabot, Steve;1998
105;Rhode Island Republican, Senate;N00000324;Chafee, John H;1998
105;Georgia Republican, District 8;N00002685;Chambliss, Saxby;1998
105;Idaho Republican, District 1;N00006279;Chenoweth, Helen;1998
105;Nebraska Republican, District 2;N00005305;Christensen, Jon;1998
105;Virgin Islands Democrat, At Large;N00000133;Christian-Christensen, Donna;1998
105;Missouri Democrat, District 1;N00005026;Clay, William L;1998
105;North Carolina Democrat, District 1;N00002302;Clayton, Eva M;1998
105;Georgia Democrat, Senate;N00001751;Cleland, Max;1998
105;Tennessee Democrat, District 5;N00009779;Clement, Bob;1998
105;South Carolina Democrat, District 6;N00002408;Clyburn, James E;1998
105;Indiana Republican, Senate;N00003845;Coats, Dan;1998
105;North Carolina Republican, District 6;N00002247;Coble, Howard;1998
105;Oklahoma Republican, District 2;N00005601;Coburn, Tom;1998
105;Mississippi Republican, Senate;N00003328;Cochran, Thad;1998
105;Georgia Republican, District 3;N00002556;Collins, Mac;1998
105;Maine Republican, Senate;N00000491;Collins, Susan M;1998
105;Texas Republican, District 19;N00006055;Combest, Larry;1998
105;California Democrat, District 18;N00007502;Condit, Gary A;1998
105;North Dakota Democrat, Senate;N00004613;Conrad, Kent;1998
105;Michigan Democrat, District 14;N00004029;Conyers, John Jr;1998
105;Utah Republican, District 2;N00006348;Cook, Merrill;1998
105;Louisiana Republican, District 5;N00005422;Cooksey, John;1998
105;Illinois Democrat, District 12;N00004956;Costello, Jerry F;1998
105;Georgia Republican, Senate;N00002567;Coverdell, Paul;1998
105;California Republican, District 47;N00007124;Cox, Christopher;1998
105;Pennsylvania Democrat, District 14;N00001371;Coyne, William J;1998
105;Idaho Republican, Senate;N00002091;Craig, Larry;1998
105;Alabama Democrat, District 5;N00003042;Cramer, Bud;1998
105;Illinois Republican, District 8;N00004698;Crane, Phil;1998
105;Idaho Republican, District 2;N00006267;Crapo, Mike;1998
105;Wyoming Republican, District 1;N00006242;Cubin, Barbara;1998
105;Maryland Democrat, District 7;N00001971;Cummings, Elijah E;1998
105;California Republican, District 51;N00007050;Cunningham, Randy (Duke);1998
105;New York Republican, Senate;N00001158;D'Amato, Alfonse M;1998
105;Missouri Democrat, District 6;N00001784;Danner, Pat;1998
105;South Dakota Democrat, Senate;N00004583;Daschle, Tom;1998
105;Illinois Democrat, District 7;N00004884;Davis, Danny K;1998
105;Florida Democrat, District 11;N00002926;Davis, Jim;1998
105;Virginia Republican, District 11;N00002045;Davis, Tom;1998
105;Georgia Republican, District 9;N00002610;Deal, Nathan;1998
105;Oregon Democrat, District 4;N00007781;DeFazio, Peter;1998
105;Colorado Democrat, District 1;N00006134;DeGette, Diana;1998
105;Massachusetts Democrat, District 10;N00000280;Delahunt, Bill;1998
105;Connecticut Democrat, District 3;N00000615;DeLauro, Rosa L;1998
105;Texas Republican, District 22;N00005892;DeLay, Tom;1998
105;Florida Democrat, District 20;N00002839;Deutsch, Peter;1998
105;Ohio Republican, Senate;N00003709;DeWine, Mike;1998
105;Florida Republican, District 21;N00002872;Diaz-Balart, Lincoln;1998
105;Arkansas Republican, District 4;N00005442;Dickey, Jay;1998
105;Washington Democrat, District 6;N00007918;Dicks, Norm;1998
105;Michigan Democrat, District 16;N00001783;Dingell, John D;1998
105;California Democrat, District 32;N00006682;Dixon, Julian C;1998
105;Connecticut Democrat, Senate;N00000581;Dodd, Chris;1998
105;Texas Democrat, District 10;N00006023;Doggett, Lloyd;1998
105;New Mexico Republican, Senate;N00006515;Domenici, Pete V;1998
105;California Democrat, District 20;N00007251;Dooley, Cal;1998
105;California Republican, District 4;N00007556;Doolittle, John T;1998
105;North Dakota Democrat, Senate;N00004615;Dorgan, Byron L;1998
105;Pennsylvania Democrat, District 18;N00001373;Doyle, Mike;1998
105;California Republican, District 28;N00006932;Dreier, David;1998
105;Tennessee Republican, District 2;N00003209;Duncan, John J Jr;1998
105;Washington Republican, District 8;N00007823;Dunn, Jennifer;1998
105;Illinois Democrat, Senate;N00004981;Durbin, Dick;1998
105;Texas Democrat, District 11;N00005794;Edwards, Chet;1998
105;Michigan Republican, District 3;N00004166;Ehlers, Vernon J;1998
105;Maryland Republican, District 2;N00001925;Ehrlich, Bob;1998
105;Missouri Republican, District 8;N00005090;Emerson, Jo Ann;1998
105;New York Democrat, District 17;N00001003;Engel, Eliot L;1998
105;Pennsylvania Republican, District 21;N00001427;English, Phil;1998
105;Nevada Republican, District 1;N00006619;Ensign, John;1998
105;Wyoming Republican, Senate;N00006249;Enzi, Mike;1998
105;California Democrat, District 14;N00007335;Eshoo, Anna;1998
105;North Carolina Democrat, District 2;N00002269;Etheridge, Bob;1998
105;Illinois Democrat, District 17;N00004912;Evans, Lane;1998
105;Alabama Republican, District 2;N00003083;Everett, Terry;1998
105;Illinois Republican, District 15;N00004939;Ewing, Thomas W;1998
105;North Carolina Republican, Senate;N00002351;Faircloth, Lauch;1998
105;American Samoa Democrat, At Large;N00007632;Faleomavaega, Eni F H;1998
105;California Democrat, District 17;N00007312;Farr, Sam;1998
105;Pennsylvania Democrat, District 2;N00001746;Fattah, Chaka;1998
105;Illinois Republican, District 13;N00004772;Fawell, Harris W;1998
105;California Democrat, District 3;N00007561;Fazio, Vic;1998
105;Wisconsin Democrat, Senate;N00000036;Feingold, Russ;1998
105;California Democrat, Senate;N00007364;Feinstein, Dianne;1998
105;California Democrat, District 50;N00007033;Filner, Bob;1998
105;Florida Republican, District 16;N00002898;Foley, Mark;1998
105;New York Republican, District 1;N00001182;Forbes, Michael P;1998
105;Tennessee Democrat, District 9;N00003218;Ford, Harold E Jr;1998
105;Kentucky Democrat, Senate;N00003470;Ford, Wendell H;1998
105;New York Republican, District 13;N00000983;Fossella, Vito;1998
105;Florida Republican, District 4;N00002718;Fowler, Tillie;1998
105;Pennsylvania Republican, District 13;N00001541;Fox, Jon D;1998
105;Massachusetts Democrat, District 4;N00000275;Frank, Barney;1998
105;New Jersey Republican, District 7;N00000810;Franks, Bob;1998
105;New Jersey Republican, District 11;N00000684;Frelinghuysen, Rodney;1998
105;Tennessee Republican, Senate;N00003147;Frist, Bill;1998
105;Texas Democrat, District 24;N00005677;Frost, Martin;1998
105;Oregon Democrat, District 1;N00007710;Furse, Elizabeth;1998
105;California Republican, District 23;N00007231;Gallegly, Elton;1998
105;Iowa Republican, District 4;N00004221;Ganske, Greg;1998
105;Connecticut Democrat, District 2;N00000585;Gejdenson, Sam;1998
105;Pennsylvania Republican, District 17;N00001447;Gekas, George W;1998
105;Missouri Democrat, District 3;N00005037;Gephardt, Richard A;1998
105;Nevada Republican, District 2;N00006652;Gibbons, Jim;1998
105;Maryland Republican, District 1;N00002012;Gilchrest, Wayne T;1998
105;Ohio Republican, District 5;N00003660;Gillmor, Paul E;1998
105;New York Republican, District 20;N00001049;Gilman, Benjamin A;1998
105;Ohio Democrat, Senate;N00001871;Glenn, John;1998
105;Texas Democrat, District 20;N00005961;Gonzalez, Henry B;1998
105;Virginia Democrat, District 5;N00002167;Goode, Virgil;1998
105;Virginia Republican, District 6;N00009154;Goodlatte, Bob;1998
105;Pennsylvania Republican, District 19;N00001451;Goodling, Bill;1998
105;Tennessee Democrat, District 6;N00003126;Gordon, Bart;1998
105;Washington Republican, Senate;N00007879;Gorton, Slade;1998
105;Florida Republican, District 14;N00002960;Goss, Porter;1998
105;Florida Democrat, Senate;N00002742;Graham, Bob;1998
105;South Carolina Republican, District 3;N00009975;Graham, Lindsey;1998
105;Texas Republican, Senate;N00005709;Gramm, Phil;1998
105;Minnesota Republican, Senate;N00004468;Grams, Rod;1998
105;Texas Republican, District 12;N00008799;Granger, Kay;1998
105;Iowa Republican, Senate;N00001758;Grassley, Chuck;1998
105;Texas Democrat, District 29;N00005870;Green, Gene;1998
105;Pennsylvania Republican, District 8;N00001519;Greenwood, James C;1998
105;New Hampshire Republican, Senate;N00000444;Gregg, Judd;1998
105;Illinois Democrat, District 4;N00004874;Gutierrez, Luis V;1998
105;Minnesota Republican, District 1;N00004527;Gutknecht, Gil;1998
105;Nebraska Republican, Senate;N00005301;Hagel, Chuck;1998
105;Texas Democrat, District 4;N00005645;Hall, Ralph;1998
105;Ohio Democrat, District 3;N00003716;Hall, Tony P;1998
105;Indiana Democrat, District 9;N00003887;Hamilton, Lee H;1998
105;Utah Republican, District 1;N00006312;Hansen, James V;1998
105;Iowa Democrat, Senate;N00004207;Harkin, Tom;1998
105;California Democrat, District 36;N00006750;Harman, Jane;1998
105;Illinois Republican, District 14;N00004781;Hastert, Dennis;1998
105;Florida Democrat, District 23;N00002884;Hastings, Alcee L;1998
105;Washington Republican, District 4;N00009157;Hastings, Doc;1998
105;Utah Republican, Senate;N00009869;Hatch, Orrin G;1998
105;Arizona Republican, District 6;N00006455;Hayworth, J D;1998
105;Colorado Republican, District 5;N00000048;Hefley, Joel;1998
105;North Carolina Democrat, District 8;N00002314;Hefner, W G (Bill);1998
105;North Carolina Republican, Senate;N00002287;Helms, Jesse;1998
105;California Republican, District 2;N00007584;Herger, Wally;1998
105;Montana Republican, District 1;N00004644;Hill, Rick;1998
105;Tennessee Republican, District 4;N00003166;Hilleary, Van;1998
105;Alabama Democrat, District 7;N00003008;Hilliard, Earl F;1998
105;New York Democrat, District 26;N00001222;Hinchey, Maurice;1998
105;Texas Democrat, District 15;N00006008;Hinojosa, Ruben;1998
105;Ohio Republican, District 7;N00003725;Hobson, Dave;1998
105;Michigan Republican, District 2;N00004155;Hoekstra, Peter;1998
105;Pennsylvania Democrat, District 6;N00001469;Holden, Tim;1998
105;South Carolina Democrat, Senate;N00002423;Hollings, Fritz;1998
105;Oregon Democrat, District 5;N00007700;Hooley, Darlene;1998
105;California Republican, District 38;N00006821;Horn, Steve;1998
105;Indiana Republican, District 8;N00003897;Hostettler, John;1998
105;New York Republican, District 31;N00001329;Houghton, Amo;1998
105;Maryland Democrat, District 5;N00001821;Hoyer, Steny H;1998
105;Missouri Republican, District 9;N00008032;Hulshof, Kenny;1998
105;California Republican, District 52;N00006983;Hunter, Duncan;1998
105;Arkansas Republican, District 3;N00008190;Hutchinson, Asa;1998
105;Arkansas Republican, Senate;N00005499;Hutchinson, Tim;1998
105;Texas Republican, Senate;N00005675;Hutchison, Kay Bailey;1998
105;Illinois Republican, District 6;N00004702;Hyde, Henry J;1998
105;South Carolina Republican, District 4;N00002460;Inglis, Bob;1998
105;Oklahoma Republican, Senate;N00005582;Inhofe, James M;1998
105;Hawaii Democrat, Senate;N00001762;Inouye, Daniel K;1998
105;Oklahoma Republican, District 5;N00005551;Istook, Ernest J;1998
105;Texas Democrat, District 18;N00005818;Jackson Lee, Sheila;1998
105;Illinois Democrat, District 2;N00012457;Jackson, Jesse Jr;1998
105;Louisiana Democrat, District 2;N00005353;Jefferson, William J;1998
105;Vermont Republican, Senate;N00000534;Jeffords, James M;1998
105;Tennessee Republican, District 1;N00003202;Jenkins, Bill;1998
105;Louisiana Democrat, District 7;N00008038;John, Chris;1998
105;Texas Democrat, District 30;N00008122;Johnson, Eddie Bernice;1998
105;Wisconsin Democrat, District 8;N00004393;Johnson, Jay;1998
105;Connecticut Republican, District 6;N00000561;Johnson, Nancy L;1998
105;Texas Republican, District 3;N00008028;Johnson, Sam;1998
105;South Dakota Democrat, Senate;N00010084;Johnson, Tim;1998
105;North Carolina Republican, District 3;N00002299;Jones, Walter B Jr;1998
105;Pennsylvania Democrat, District 11;N00001509;Kanjorski, Paul E;1998
105;Ohio Democrat, District 9;N00003522;Kaptur, Marcy;1998
105;Ohio Republican, District 12;N00009778;Kasich, John;1998
105;New York Republican, District 19;N00001020;Kelly, Sue;1998
105;Idaho Republican, Senate;N00006283;Kempthorne, Dirk;1998
105;Massachusetts Democrat, Senate;N00000308;Kennedy, Edward M;1998
105;Massachusetts Democrat, District 8;N00000259;Kennedy, Joseph P II;1998
105;Rhode Island Democrat, District 1;N00000360;Kennedy, Patrick J;1998
105;Connecticut Democrat, District 1;N00000569;Kennelly, Barbara B;1998
105;Nebraska Democrat, Senate;N00005303;Kerrey, Bob;1998
105;Massachusetts Democrat, Senate;N00000245;Kerry, John;1998
105;Michigan Democrat, District 9;N00004070;Kildee, Dale E;1998
